tweet_id,date,country,sentiment,keyword,text,retweet_count,like_count
9565888891630158,2023-10-27,New Zealand,neutral,fossil fuels,FYI: latest stats on fossil fuels released; data attached.,59.0,45.0
6366282254898690,2023-07-17,Japan,positive,carbon tax,Reminder: communities act on carbon tax; data attached.,90.0,194.0
3099707023605916,2023-02-15,Poland,negative,air quality,Update: alarm raised about air quality; share responsibly.,70.0,155.0
1123218353114196,2022-12-02,Egypt,positive,carbon tax,Opinion: carbon tax progress is promising; details incoming.,6.0,56.0
8625053510744818,2021-02-16,China,negative,green transition,Research: alarm raised about green transition; check the figures.,12.0,56.0
8810291026907996,2023-03-24,Denmark,negative,drought,Opinion: alarm raised about drought; learn more soon.,20.0,141.0
4082653789773675,2022-06-03,India,positive,air quality,Breaking: air quality progress is promising; stay informed.,15.0,9.0
1861585199279066,2021-04-11,Germany,positive,air quality,Opinion: encouraging signs for air quality; share responsibly.,74.0,27.0
3167209287541728,2021-09-25,Egypt,negative,emissions,Opinion: policies on emissions face setbacks; what do you think?.,34.0,68.0
3527044539418317,2022-08-16,China,neutral,fossil fuels,FYI: overview of fossil fuels trends; data attached.,90.0,128.0
7599974662193955,2023-03-07,Singapore,positive,sustainability,Update: communities act on sustainability; learn more soon.,23.0,24.0
2926667685199458,2022-07-11,New Zealand,negative,green transition,Opinion: alarm raised about green transition; what do you think?.,46.0,110.0
8491707873039386,2022-11-03,New Zealand,negative,climate change,Research: climate change impacts are worsening; what do you think?.,63.0,63.0
8038085109777724,2023-08-13,Philippines,negative,flood,Opinion: flood impacts are worsening; share responsibly.,107.0,228.0
5831433316798649,2023-01-22,Thailand,positive,heatwave,Breaking: new policies boost heatwave; learn more soon.,33.0,95.0
8385121521240912,2022-01-31,Colombia,negative,wildfire,Report: wildfire impacts are worsening; details incoming.,66.0,110.0
3431233818637250,2022-12-06,Argentina,negative,climate change,Heads up: concerns grow over climate change; data attached.,28.0,144.0
3983827097207895,2022-10-18,Portugal,positive,fossil fuels,Breaking: new policies boost fossil fuels; details incoming.,87.0,147.0
6368698193557131,2021-04-29,Sweden,neutral,carbon tax,Update: overview of carbon tax trends; what do you think?.,90.0,103.0
9658068277970891,2021-03-06,Russia,neutral,global warming,FYI: experts debate global warming; learn more soon.,69.0,77.0
6773021037765231,2022-12-24,Egypt,neutral,global warming,Breaking: experts debate global warming; what do you think?.,60.0,278.0
9314063607444660,2022-03-01,Nigeria,negative,sustainability,Heads up: sustainability impacts are worsening; stay informed.,71.0,52.0
3620138915231920,2022-10-18,Philippines,neutral,net zero,Report: overview of net zero trends; source in comments.,71.0,9.0
6885146828207688,2021-12-20,Ireland,positive,global warming,Opinion: new policies boost global warming; what do you think?.,75.0,61.0
5312751160653742,2021-09-05,Poland,neutral,heatwave,Report: overview of heatwave trends; source in comments.,17.0,143.0
2312068955775047,2021-06-14,India,positive,flood,Report: encouraging signs for flood; data attached.,64.0,55.0
4306558978703762,2022-02-22,India,negative,drought,Heads up: alarm raised about drought; stay informed.,70.0,81.0
5233187249417984,2023-06-13,China,positive,flood,Research: communities act on flood; learn more soon.,53.0,125.0
3560316091516756,2022-03-16,United Arab Emirates,negative,heatwave,Heads up: policies on heatwave face setbacks; data attached.,38.0,146.0
1166911706126497,2022-02-20,Colombia,negative,green transition,Opinion: green transition impacts are worsening; share responsibly.,15.0,138.0
7964055248031166,2022-09-23,Netherlands,positive,climate change,FYI: new policies boost climate change; check the figures.,22.0,119.0
9479428346669780,2023-12-08,Germany,positive,emissions,Update: communities act on emissions; data attached.,46.0,70.0
8044375440856054,2022-03-06,Saudi Arabia,positive,heatwave,Update: heatwave progress is promising; what do you think?.,16.0,45.0
5925815390152851,2022-10-09,Singapore,neutral,climate change,Reminder: discussion continues on climate change; what do you think?.,51.0,29.0
5318192793706665,2022-04-27,Greece,neutral,heatwave,Heads up: discussion continues on heatwave; stay informed.,,40.0
2890424119265068,2022-10-25,Vietnam,negative,green transition,Opinion: concerns grow over green transition; what do you think?.,34.0,148.0
3105422178819724,2022-05-04,Colombia,negative,drought,Reminder: concerns grow over drought; data attached.,,61.0
1625930503045287,2022-11-30,Brazil,negative,carbon tax,FYI: concerns grow over carbon tax; learn more soon.,73.0,79.0
1783211486744644,2022-08-23,Spain,neutral,renewable energy,Report: discussion continues on renewable energy; stay informed.,16.0,104.0
7286453094706864,2023-01-11,Vietnam,negative,climate change,Report: policies on climate change face setbacks; details incoming.,22.0,49.0
4508689771079532,2023-11-14,United Arab Emirates,negative,global warming,Reminder: concerns grow over global warming; stay informed.,43.0,62.0
4116556119877855,2021-06-15,Turkey,positive,net zero,Reminder: net zero progress is promising; check the figures.,77.0,168.0
1203808656096847,2022-09-07,Vietnam,negative,heatwave,Heads up: heatwave impacts are worsening; what do you think?.,55.0,75.0
7204238231727312,2022-04-28,Thailand,negative,global warming,Update: policies on global warming face setbacks; what do you think?.,41.0,20.0
7683387262563060,2022-01-28,United States,positive,emissions,Research: emissions progress is promising; what do you think?.,19.0,131.0
5227910307473388,2021-09-20,Norway,negative,carbon tax,Opinion: carbon tax impacts are worsening; data attached.,21.0,90.0
4998059970749250,2021-02-27,Mexico,negative,renewable energy,Report: concerns grow over renewable energy; what do you think?.,119.0,245.0
6639657377064870,2022-03-17,Saudi Arabia,neutral,drought,Opinion: discussion continues on drought; details incoming.,36.0,54.0
4374549574594175,2023-06-24,United Kingdom,neutral,net zero,Reminder: latest stats on net zero released; details incoming.,71.0,118.0
9894752543847689,2021-04-16,Chile,positive,climate change,Heads up: new policies boost climate change; data attached.,56.0,69.0
2281981427227594,2022-03-21,Saudi Arabia,positive,flood,Breaking: communities act on flood; source in comments.,79.0,123.0
7773271974721482,2023-11-26,Norway,negative,net zero,Opinion: concerns grow over net zero; check the figures.,30.0,28.0
9438671932629874,2023-11-08,Japan,negative,heatwave,Report: alarm raised about heatwave; source in comments.,20.0,60.0
8563711429692785,2021-08-24,Chile,negative,global warming,FYI: global warming impacts are worsening; stay informed.,43.0,29.0
2654715655214833,2021-01-09,Turkey,positive,air quality,FYI: communities act on air quality; check the figures.,80.0,67.0
1194387828966334,2023-01-06,Norway,positive,renewable energy,Opinion: renewable energy progress is promising; share responsibly.,50.0,103.0
7877411108244392,2021-01-16,Norway,negative,air quality,Research: alarm raised about air quality; check the figures.,26.0,33.0
9104979412058639,2021-11-25,China,negative,wildfire,Research: policies on wildfire face setbacks; learn more soon.,42.0,106.0
3671740907170896,2022-06-29,Egypt,neutral,wildfire,Reminder: latest stats on wildfire released; share responsibly.,,44.0
6357167074194171,2023-08-16,France,negative,net zero,Heads up: net zero impacts are worsening; data attached.,66.0,62.0
7141264011214859,2021-04-12,Norway,negative,fossil fuels,FYI: alarm raised about fossil fuels; source in comments.,33.0,106.0
5773141768186979,2022-12-27,Chile,positive,global warming,Reminder: encouraging signs for global warming; learn more soon.,22.0,154.0
4029192025382885,2022-08-07,Poland,positive,green transition,Report: communities act on green transition; details incoming.,127.0,172.0
7733565543495460,2021-05-25,Poland,positive,climate change,FYI: encouraging signs for climate change; stay informed.,8.0,112.0
1813813950627335,2023-07-15,New Zealand,positive,heatwave,Update: heatwave progress is promising; details incoming.,46.0,188.0
6039847922470298,2023-07-15,Mexico,neutral,carbon tax,Breaking: latest stats on carbon tax released; share responsibly.,80.0,108.0
9859250676039125,2022-06-13,Pakistan,neutral,drought,Reminder: overview of drought trends; learn more soon.,68.0,49.0
1936151631105333,2023-11-01,Philippines,neutral,net zero,Breaking: latest stats on net zero released; details incoming.,19.0,76.0
7339446909287026,2022-10-27,Thailand,negative,carbon tax,Report: concerns grow over carbon tax; what do you think?.,2.0,103.0
6639272513764552,2023-09-17,Italy,positive,sustainability,Breaking: new policies boost sustainability; check the figures.,14.0,65.0
8439843105310101,2023-11-18,Denmark,negative,renewable energy,Heads up: alarm raised about renewable energy; what do you think?.,40.0,150.0
7439645841667801,2022-09-16,Spain,neutral,heatwave,Breaking: experts debate heatwave; learn more soon.,75.0,104.0
9071647910873917,2021-11-04,Peru,negative,heatwave,Heads up: concerns grow over heatwave; check the figures.,43.0,146.0
2636734979234241,2021-06-09,Italy,positive,renewable energy,Heads up: new policies boost renewable energy; learn more soon.,23.0,133.0
9830467641108484,2022-09-09,Singapore,neutral,flood,Report: discussion continues on flood; stay informed.,79.0,49.0
1177298975551106,2021-07-30,United Kingdom,negative,fossil fuels,Opinion: policies on fossil fuels face setbacks; details incoming.,76.0,85.0
9876521494329371,2023-04-02,Germany,positive,flood,Heads up: encouraging signs for flood; check the figures.,31.0,182.0
5185752354687978,2023-10-14,Thailand,positive,sustainability,FYI: encouraging signs for sustainability; data attached.,23.0,
6365169957215560,2021-09-26,Colombia,negative,wildfire,Update: wildfire impacts are worsening; stay informed.,83.0,87.0
4694698477457035,2022-08-28,Saudi Arabia,negative,fossil fuels,Heads up: concerns grow over fossil fuels; check the figures.,73.0,68.0
9274800642490499,2021-02-23,Australia,positive,green transition,Heads up: green transition progress is promising; data attached.,51.0,134.0
3399860241859097,2021-07-17,Portugal,neutral,heatwave,Update: latest stats on heatwave released; source in comments.,46.0,79.0
4682727857928616,2022-02-18,Spain,neutral,renewable energy,Breaking: experts debate renewable energy; stay informed.,81.0,57.0
7103469928014070,2023-08-27,Russia,positive,flood,Heads up: new policies boost flood; what do you think?.,45.0,66.0
7018190316754964,2023-11-28,Germany,positive,drought,Reminder: communities act on drought; learn more soon.,50.0,95.0
2558068687779573,2022-12-04,Nigeria,negative,net zero,Research: concerns grow over net zero; what do you think?.,77.0,84.0
3422612832924530,2022-10-01,Argentina,positive,wildfire,FYI: communities act on wildfire; share responsibly.,22.0,94.0
8259403500966854,2022-09-16,Thailand,positive,net zero,Report: new policies boost net zero; data attached.,61.0,120.0
7356650425973413,2021-03-08,Spain,negative,air quality,Breaking: concerns grow over air quality; learn more soon.,78.0,171.0
1280910342266733,2022-02-17,South Africa,positive,emissions,Research: communities act on emissions; what do you think?.,28.0,29.0
4386664507473600,2023-12-13,Poland,negative,heatwave,Breaking: concerns grow over heatwave; details incoming.,,41.0
8352258899466801,2022-03-26,Chile,negative,renewable energy,Heads up: concerns grow over renewable energy; what do you think?.,80.0,173.0
7390196531691248,2021-08-22,Denmark,positive,wildfire,Research: new policies boost wildfire; learn more soon.,70.0,44.0
7403380903394502,2021-09-20,South Africa,negative,heatwave,Breaking: heatwave impacts are worsening; learn more soon.,53.0,54.0
7344531465983386,2023-02-21,Nigeria,negative,air quality,Breaking: concerns grow over air quality; details incoming.,,114.0
1668978406574037,2021-02-11,Russia,positive,carbon tax,Heads up: carbon tax progress is promising; details incoming.,54.0,158.0
2276910724117034,2023-11-28,Chile,negative,drought,Report: alarm raised about drought; source in comments.,56.0,73.0
2977299261886702,2023-08-18,Germany,negative,green transition,Update: green transition impacts are worsening; data attached.,50.0,5.0
9974249399469803,2022-09-14,United Arab Emirates,negative,renewable energy,Research: alarm raised about renewable energy; share responsibly.,93.0,163.0
9292386129892142,2022-05-28,China,neutral,emissions,Research: overview of emissions trends; what do you think?.,44.0,102.0
1953598202025861,2023-04-14,China,neutral,flood,Heads up: overview of flood trends; share responsibly.,82.0,82.0
1441727467839007,2022-08-23,Netherlands,neutral,emissions,Update: discussion continues on emissions; learn more soon.,31.0,139.0
1601385235853530,2022-06-07,New Zealand,negative,heatwave,Heads up: alarm raised about heatwave; stay informed.,7.0,157.0
4701277966688509,2021-12-19,Peru,positive,global warming,Breaking: global warming progress is promising; check the figures.,80.0,74.0
5202694350603194,2022-05-05,Nigeria,positive,green transition,Reminder: green transition progress is promising; share responsibly.,49.0,92.0
6523800107599995,2023-04-03,United States,neutral,wildfire,Heads up: discussion continues on wildfire; data attached.,4.0,100.0
1021737056735033,2021-03-02,Saudi Arabia,negative,net zero,Opinion: policies on net zero face setbacks; details incoming.,53.0,74.0
3402704930064363,2021-01-28,Brazil,neutral,flood,Research: experts debate flood; learn more soon.,4.0,26.0
9186925596056258,2023-02-28,Thailand,positive,wildfire,FYI: encouraging signs for wildfire; what do you think?.,46.0,108.0
8604058269469849,2022-02-12,Australia,positive,sustainability,Breaking: new policies boost sustainability; what do you think?.,28.0,159.0
8964150652490168,2023-05-31,Saudi Arabia,negative,climate change,Research: policies on climate change face setbacks; data attached.,14.0,25.0
9705186482221161,2021-02-03,Singapore,neutral,emissions,Report: discussion continues on emissions; check the figures.,34.0,65.0
3712891262670142,2023-09-21,Sweden,positive,emissions,Research: emissions progress is promising; share responsibly.,38.0,54.0
7481252878200184,2021-05-15,Indonesia,negative,sustainability,FYI: concerns grow over sustainability; stay informed.,51.0,80.0
3342712527938907,2022-04-01,France,negative,renewable energy,Update: renewable energy impacts are worsening; source in comments.,8.0,87.0
4959539547186912,2023-11-26,New Zealand,positive,global warming,Heads up: global warming progress is promising; stay informed.,56.0,63.0
1814114167755184,2021-04-29,Peru,neutral,air quality,Opinion: experts debate air quality; details incoming.,88.0,153.0
5222406977927464,2022-12-22,Sweden,negative,drought,Reminder: concerns grow over drought; source in comments.,43.0,151.0
2454231660206007,2023-03-09,United States,positive,net zero,Breaking: net zero progress is promising; details incoming.,24.0,70.0
7121619698098489,2022-04-14,Colombia,positive,green transition,Reminder: communities act on green transition; learn more soon.,25.0,105.0
2875047338544043,2021-03-28,Pakistan,negative,climate change,Opinion: concerns grow over climate change; details incoming.,36.0,69.0
8560630787415061,2022-07-28,Denmark,neutral,drought,Reminder: discussion continues on drought; what do you think?.,52.0,161.0
8858606267447969,2022-04-20,Denmark,negative,fossil fuels,Report: fossil fuels impacts are worsening; share responsibly.,48.0,67.0
3617092585891363,2023-08-14,New Zealand,positive,carbon tax,Heads up: new policies boost carbon tax; stay informed.,38.0,20.0
1200771536473064,2023-01-18,India,neutral,carbon tax,Opinion: overview of carbon tax trends; learn more soon.,54.0,19.0
1029382448218945,2022-01-12,Nigeria,negative,green transition,Reminder: policies on green transition face setbacks; share responsibly.,48.0,97.0
3436805362478392,2021-03-05,Russia,neutral,emissions,FYI: latest stats on emissions released; source in comments.,11.0,46.0
4056574982972670,2022-10-09,India,negative,fossil fuels,FYI: concerns grow over fossil fuels; check the figures.,34.0,14.0
5785847541327164,2021-11-03,Denmark,neutral,green transition,Report: experts debate green transition; data attached.,47.0,68.0
5667304027036743,2023-01-19,Germany,negative,green transition,Opinion: concerns grow over green transition; details incoming.,40.0,65.0
9350261098263281,2023-08-04,Argentina,neutral,emissions,Heads up: experts debate emissions; what do you think?.,20.0,106.0
6460510071014488,2022-01-25,Colombia,neutral,climate change,Heads up: overview of climate change trends; source in comments.,18.0,85.0
4426533478091235,2023-09-17,Portugal,positive,green transition,Heads up: communities act on green transition; share responsibly.,48.0,93.0
6606410929219839,2022-07-23,Russia,neutral,wildfire,Update: experts debate wildfire; details incoming.,22.0,32.0
1461912895044386,2022-08-05,Thailand,positive,climate change,Breaking: encouraging signs for climate change; share responsibly.,79.0,370.0
2952809596140491,2023-04-18,Japan,positive,flood,Heads up: new policies boost flood; stay informed.,36.0,175.0
5917458253855544,2023-05-15,Norway,neutral,fossil fuels,Update: overview of fossil fuels trends; data attached.,20.0,172.0
7908214110334292,2023-09-23,South Africa,negative,flood,Research: policies on flood face setbacks; source in comments.,76.0,55.0
1462300867488847,2023-12-31,United States,neutral,wildfire,FYI: discussion continues on wildfire; stay informed.,31.0,84.0
9117324556445684,2021-06-15,Egypt,neutral,global warming,Reminder: latest stats on global warming released; share responsibly.,56.0,74.0
4322198439722761,2022-03-28,Philippines,neutral,fossil fuels,Report: discussion continues on fossil fuels; source in comments.,50.0,22.0
6004997888189216,2023-10-20,Russia,positive,emissions,Reminder: encouraging signs for emissions; stay informed.,,
1393961387929542,2021-12-03,Turkey,positive,emissions,Update: encouraging signs for emissions; check the figures.,5.0,83.0
9922292167817053,2021-01-06,Poland,neutral,net zero,FYI: latest stats on net zero released; stay informed.,79.0,18.0
1600450724128588,2022-09-23,Chile,neutral,green transition,Breaking: overview of green transition trends; share responsibly.,39.0,114.0
5292285370691544,2023-04-05,United Arab Emirates,negative,emissions,Reminder: concerns grow over emissions; learn more soon.,59.0,63.0
2930229452983402,2023-03-25,Greece,negative,renewable energy,Heads up: concerns grow over renewable energy; what do you think?.,53.0,56.0
6133019462382204,2023-06-07,United States,neutral,fossil fuels,Opinion: discussion continues on fossil fuels; learn more soon.,70.0,80.0
9632933723097348,2022-12-07,Japan,neutral,climate change,Breaking: experts debate climate change; details incoming.,26.0,73.0
4629054391049228,2021-05-30,Singapore,negative,renewable energy,Update: policies on renewable energy face setbacks; check the figures.,79.0,157.0
4400713304247733,2023-07-17,New Zealand,neutral,climate change,Heads up: discussion continues on climate change; source in comments.,30.0,61.0
9578059477177681,2022-04-04,Denmark,positive,global warming,Reminder: communities act on global warming; learn more soon.,40.0,52.0
2498442424064518,2023-07-17,Germany,neutral,fossil fuels,Heads up: experts debate fossil fuels; check the figures.,73.0,67.0
8025003842857093,2023-06-12,Australia,negative,wildfire,Breaking: wildfire impacts are worsening; data attached.,66.0,142.0
9910241613472983,2023-11-29,Argentina,negative,green transition,Report: concerns grow over green transition; learn more soon.,45.0,112.0
9534230024981022,2021-01-16,Russia,positive,net zero,Opinion: new policies boost net zero; what do you think?.,63.0,167.0
7415039295918665,2023-08-07,Norway,neutral,carbon tax,Opinion: latest stats on carbon tax released; share responsibly.,8.0,21.0
6671297178583484,2022-11-20,Peru,negative,fossil fuels,Opinion: alarm raised about fossil fuels; data attached.,21.0,149.0
4819640726022224,2022-06-16,Singapore,neutral,fossil fuels,Opinion: overview of fossil fuels trends; source in comments.,42.0,149.0
5362549995359026,2023-05-19,Mexico,negative,heatwave,Heads up: policies on heatwave face setbacks; share responsibly.,51.0,45.0
1484745583738174,2023-11-09,Italy,positive,climate change,Reminder: communities act on climate change; details incoming.,18.0,8.0
5151032784197851,2022-07-16,Portugal,negative,drought,Research: drought impacts are worsening; stay informed.,26.0,
1921184199676046,2021-04-06,Peru,positive,carbon tax,Opinion: communities act on carbon tax; check the figures.,8.0,71.0
8190708038096904,2023-03-06,Turkey,neutral,air quality,Opinion: experts debate air quality; check the figures.,78.0,25.0
7572077973159825,2021-09-10,Portugal,neutral,air quality,Opinion: discussion continues on air quality; stay informed.,67.0,91.0
